,question,references,corpus_id,Unnamed: 0,location
1773,What services does the electronic banking service (e-banking) offer?,"{'text': 'Based on the application for alternative networks dated 19/7/2015 with number ......... submitted at a branch of the defendant, he was granted access to the electronic banking service (e-banking) to conduct banking transactions (debit, credit, updates, payments) remotely.', 'start_chunk': 98, 'end_chunk': 217}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1774,What time was the email sent to the plaintiff?,"{'text': 'Specifically, the plaintiff received an email at 1:35 PM on 29/11/2020', 'start_chunk': 'Specifically, the plaintiff received an email at 1:35 PM', 'end_chunk': 'PM on 29/11/2020'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1775,When did the plaintiff read the email?,"{'text': 'The plaintiff read this email on the afternoon of 30 November 2020', 'start_chunk': 'The plaintiff read this email on the afternoon', 'end_chunk': 'of 30 November 2020'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1776,What security measure was threatened if the plaintiff did not verify his mobile phone number?,"{'text': 'otherwise, his account would be locked for security reasons', 'start_chunk': 'otherwise, his account would be locked', 'end_chunk': 'for security reasons'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1777,What action was the plaintiff urged to complete within the next 24 hours?,"{'text': 'informing him that due to an impending system change, he needed to verify the mobile phone number linked to the credit card, urging him to complete the verification process within the next 24 hours', 'start_chunk': 'he needed to verify the mobile phone number linked to the credit card, urging him', 'end_chunk': 'to complete the verification process within the next 24 hours'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1778,What details did the email request the plaintiff to enter about the credit card?,"which requested him to enter the details of the aforementioned credit card, specifically the name of the cardholder and the card number, not the PIN",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1779,What time did the plaintiff receive the message on his mobile phone with the same content?,"at 3:47 PM, he received a message on his mobile phone from the defendant containing the exact same content as the one he received at 3:41 PM",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1780,Who sent the message on the plaintiff's mobile phone at 3:47 PM?,he received a message on his mobile phone from the defendant,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1781,At what time did the plaintiff call the defendant's call center?,and immediately called (at 4:41 PM) the defendant's call center to inform them,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1782,At what time did the plaintiff receive the first message from the defendant?,"{'text': 'Then, at 3:47 PM, he received a message on his mobile phone from the defendant containing the exact same content as the one he received at 3:41 PM', 'start_chunk': 22, 'end_chunk': 162}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1783,How much money was involved in the disputed transactions?,"{'text': 'The plaintiff electronically sent this request to the defendant, disputing the detailed transactions amounting to €3,121.75', 'start_chunk': 534, 'end_chunk': 667}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1784,What action did the plaintiff take at 4:41 PM?,"{'text': ""Once the plaintiff read this, he became concerned that something was not right, and immediately called (at 4:41 PM) the defendant's call center to inform them."", 'start_chunk': 236, 'end_chunk': 387}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1785,When was the plaintiff connected to an employee at the call center?,"{'text': 'There, the employees, with whom he finally connected at 5:04 PM due to high call center volume', 'start_chunk': 389, 'end_chunk': 477}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1786,Who electronically sent the request?,"{'start_chunk': 'The plaintiff electronically sent this request to the defendant, disputing the detailed transactions amounting to €3,121.75', 'end_chunk': 'to €3,121.75'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1787,What was the total amount of the disputed transactions?,"{'start_chunk': 'The plaintiff electronically sent this request to the defendant, disputing the detailed transactions amounting to €3,121.75', 'end_chunk': ' €3,121.75'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1788,On what date did the transactions occur?,"{'start_chunk': ' ...... amounting to €150.62 conducted on 30/11/2020', 'end_chunk': 'on 30/11/2020'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1789,At what specific time did the transaction of €297.21 occur?,"{'start_chunk': ' €297.21 conducted on 30/11/2020 at 4:41:01 PM', 'end_chunk': 'at 4:41:01 PM'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1790,What is the amount for the transaction conducted on 30/11/2020 at 4:43:34 PM?,"{'reference': 'amounting to €150.62 conducted on 30/11/2020 at 4:43:34 PM', 'start_chunk': 'amounting to €150.62', 'end_chunk': 'conducted on 30/11/2020 at 4:43:34 PM'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1791,What is the time of the transaction amounting to €299.22 conducted on 30/11/2020?,"{'reference': 'amounting to €299.22 conducted on 30/11/2020 at 4:41:31 PM', 'start_chunk': 'amounting to €299.22', 'end_chunk': 'conducted on 30/11/2020 at 4:41:31 PM'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1792,On what date were all the transactions conducted?,"{'reference': 'conducted on 30/11/2020', 'start_chunk': 'conducted on', 'end_chunk': '30/11/2020'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1793,How many transactions had an amount of €299.22?,"{'reference': 'amounting to €299.22', 'start_chunk': 'amounting to', 'end_chunk': '€299.22'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1794,What is the amount of the transaction conducted on 30/11/2020 at 4:39:55 PM?,"{'start_chunk': '€299.22 ', 'end_chunk': 'conducted on 30/11/2020 at 4:39:55 PM'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1795,When did the defendant deny responsibility for the costs?,"{'start_chunk': 'In its response letter dated 21/12/2020, ', 'end_chunk': 'the defendant denied responsibility for the costs'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1796,What amount did the transaction conducted on 30/11/2020 at 4:38:52 PM incur?,"{'start_chunk': 'amounting to €297.22 ', 'end_chunk': 'conducted on 30/11/2020 at 4:38:52 PM'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1797,On which date were transactions detailed in the provided text conducted?,"{'start_chunk': 'amounting to €299.22 conducted on 30/11/2020', 'end_chunk': '€296.21 conducted on 30/11/2020 at 4:37:45 PM'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1798,What amount was conducted on 30/11/2020 at 4:38:17 PM?,"{'start_chunk': 'amounting to €295.21', 'end_chunk': 'conducted on 30/11/2020 at 4:38:17 PM'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1799,When was the defendant's response letter dated?,"{'start_chunk': 'In its response letter dated', 'end_chunk': '21/12/2020'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1800,What did the defendant place the entire blame on the plaintiff for?,"{'start_chunk': 'placing the entire blame on the plaintiff for', 'end_chunk': 'the fraudulent page'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1801,When did the plaintiff send a report to the Consumer Advocate's email address?,"{'start_chunk': 'while on', 'end_chunk': 'to the Consumer Advocate’s email address'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1802,When did the plaintiff first send an email to the defendant?,"while on 2/3/2021, he electronically sent a report dated 1/03/2021 to the Consumer Advocate’s email address",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1803,To whom did the plaintiff send the report electronically?,"while on 2/3/2021, he electronically sent a report dated 1/03/2021 to the Consumer Advocate’s email address",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1804,When did the plaintiff send an extrajudicial statement to the defendant?,the plaintiff sent the defendant on 5/3/2021 his extrajudicial statement dated 4/3/2021,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1805,What was the amount of the debt the plaintiff claimed was unjustly incurred?,"the disputed debt of €3,121.75 that had been unjustly incurred against him",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1806,When did the plaintiff send the extrajudicial statement to the defendant?,"{'text': 'the plaintiff sent the defendant on 5/3/2021 his extrajudicial statement dated 4/3/2021', 'start_chunk': 'Subsequently, ', 'end_chunk': '5/3/2021 his extrajudicial statement dated 4/3/2021,'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1807,What amount did the plaintiff request to be cancelled in the extrajudicial statement?,"{'text': 'calling upon it to fully cancel the debt of €3,121.75 that had been unjustly incurred against him', 'start_chunk': 'calling upon it ', 'end_chunk': ' fully cancel the debt of €3,121.75'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
